Time,Request Latency (ms)
Thu Dec 07 2023 12:17:00 ,323462.6322
Thu Dec 07 2023 12:18:00 ,323167.2325
Thu Dec 07 2023 12:19:00 ,19.43402417
Thu Dec 07 2023 12:20:00 ,17.6511896
Thu Dec 07 2023 12:21:00 ,323462.6322
Thu Dec 07 2023 12:22:00 ,323462.6322
Thu Dec 07 2023 12:23:00 ,19.41630856
Thu Dec 07 2023 12:24:00 ,320213.2358
Thu Dec 07 2023 12:25:00 ,1025.472161
Thu Dec 07 2023 12:26:00 ,310169.6473
Thu Dec 07 2023 12:27:00 ,5706.934501
Thu Dec 07 2023 12:28:00 ,306329.4516
Thu Dec 07 2023 12:29:00 ,323167.2325
Thu Dec 07 2023 12:30:00 ,16.061177
Thu Dec 07 2023 12:31:00 ,323462.6322
Thu Dec 07 2023 12:32:00 ,324201.1313
Thu Dec 07 2023 12:33:00 ,323462.6322
Thu Dec 07 2023 12:34:00 ,323462.6322
Thu Dec 07 2023 12:35:00 ,19.39859295
Thu Dec 07 2023 12:36:00 ,323462.6322
Thu Dec 07 2023 12:37:00 ,324201.1313
Thu Dec 07 2023 12:38:00 ,323462.6322
Thu Dec 07 2023 12:39:00 ,323462.6322
Thu Dec 07 2023 12:40:00 ,25.84310669
Thu Dec 07 2023 12:41:00 ,323462.6322
Thu Dec 07 2023 12:42:00 ,323462.6322
Thu Dec 07 2023 12:43:00 ,323462.6322
Thu Dec 07 2023 12:44:00 ,323462.6322
Thu Dec 07 2023 12:45:00 ,31.2701591
Thu Dec 07 2023 12:46:00 ,323758.0318
Thu Dec 07 2023 12:47:00 ,323462.6322
Thu Dec 07 2023 12:48:00 ,323462.6322
Thu Dec 07 2023 12:49:00 ,323462.6322
Thu Dec 07 2023 12:50:00 ,14.62325333
Thu Dec 07 2023 12:51:00 ,323462.6322
Thu Dec 07 2023 12:52:00 ,323462.6322
Thu Dec 07 2023 12:53:00 ,323758.0318
Thu Dec 07 2023 12:54:00 ,323462.6322
Thu Dec 07 2023 12:55:00 ,21.35793942
Thu Dec 07 2023 12:56:00 ,323462.6322
Thu Dec 07 2023 12:57:00 ,323758.0318
Thu Dec 07 2023 12:58:00 ,323462.6322
Thu Dec 07 2023 12:59:00 ,323462.6322
Thu Dec 07 2023 13:00:00 ,16.046536
Thu Dec 07 2023 13:01:00 ,323462.6322
Thu Dec 07 2023 13:02:00 ,16.061177
Thu Dec 07 2023 13:03:00 ,324053.4315
Thu Dec 07 2023 13:04:00 ,323167.2325
Thu Dec 07 2023 13:05:00 ,21.35793942
Thu Dec 07 2023 13:06:00 ,19.41630856
Thu Dec 07 2023 13:07:00 ,323462.6322
Thu Dec 07 2023 13:08:00 ,324201.1313
Thu Dec 07 2023 13:09:00 ,323462.6322
Thu Dec 07 2023 13:10:00 ,19.39859295
Thu Dec 07 2023 13:11:00 ,17.6672947
Thu Dec 07 2023 13:12:00 ,323462.6322
Thu Dec 07 2023 13:13:00 ,324053.4315
Thu Dec 07 2023 13:14:00 ,323462.6322
Thu Dec 07 2023 13:15:00 ,19.39859295
Thu Dec 07 2023 13:16:00 ,16.0831385
Thu Dec 07 2023 13:17:00 ,323462.6322
Thu Dec 07 2023 13:18:00 ,324053.4315
Thu Dec 07 2023 13:19:00 ,323462.6322
Thu Dec 07 2023 13:20:00 ,25.84310669
Thu Dec 07 2023 13:21:00 ,17.6833998
Thu Dec 07 2023 13:22:00 ,323462.6322
Thu Dec 07 2023 13:23:00 ,324053.4315
Thu Dec 07 2023 13:24:00 ,323462.6322
Thu Dec 07 2023 13:25:00 ,15.973331
Thu Dec 07 2023 13:26:00 ,19.41630856
Thu Dec 07 2023 13:27:00 ,323758.0318
Thu Dec 07 2023 13:28:00 ,324053.4315
Thu Dec 07 2023 13:29:00 ,323462.6322
Thu Dec 07 2023 13:30:00 ,17.6833998
Thu Dec 07 2023 13:31:00 ,232147.2942
Thu Dec 07 2023 13:32:00 ,206.7230687
Thu Dec 07 2023 13:33:00 ,324201.1313
Thu Dec 07 2023 13:34:00 ,323462.6322
Thu Dec 07 2023 13:35:00 ,21.35793942
Thu Dec 07 2023 13:36:00 ,16.090459
Thu Dec 07 2023 13:37:00 ,21.35793942
Thu Dec 07 2023 13:38:00 ,323462.6322
Thu Dec 07 2023 13:39:00 ,323167.2325
Thu Dec 07 2023 13:40:00 ,323462.6322
Thu Dec 07 2023 13:41:00 ,28.42741736
Thu Dec 07 2023 13:42:00 ,21.35793942
Thu Dec 07 2023 13:43:00 ,323462.6322
Thu Dec 07 2023 13:44:00 ,323758.0318
Thu Dec 07 2023 13:45:00 ,323462.6322
Thu Dec 07 2023 13:46:00 ,19.45173978
Thu Dec 07 2023 13:47:00 ,16.08557867
Thu Dec 07 2023 13:48:00 ,323167.2325
Thu Dec 07 2023 13:49:00 ,323462.6322
Thu Dec 07 2023 13:50:00 ,323462.6322
Thu Dec 07 2023 13:51:00 ,16.0831385
Thu Dec 07 2023 13:52:00 ,17.6511896
Thu Dec 07 2023 13:53:00 ,323758.0318
Thu Dec 07 2023 13:54:00 ,323462.6322
Thu Dec 07 2023 13:55:00 ,323462.6322
Thu Dec 07 2023 13:56:00 ,19.41630856
Thu Dec 07 2023 13:57:00 ,17.69413653
Thu Dec 07 2023 13:58:00 ,323462.6322
Thu Dec 07 2023 13:59:00 ,323462.6322
Thu Dec 07 2023 14:00:00 ,323462.6322
Thu Dec 07 2023 14:01:00 ,16.061177
Thu Dec 07 2023 14:02:00 ,16.075818
Thu Dec 07 2023 14:03:00 ,323462.6322
Thu Dec 07 2023 14:04:00 ,323462.6322
Thu Dec 07 2023 14:05:00 ,323462.6322
Thu Dec 07 2023 14:06:00 ,19.43402417
Thu Dec 07 2023 14:07:00 ,17.69145235
Thu Dec 07 2023 14:08:00 ,323462.6322
Thu Dec 07 2023 14:09:00 ,323462.6322
Thu Dec 07 2023 14:10:00 ,323462.6322
Thu Dec 07 2023 14:11:00 ,21.39691376
Thu Dec 07 2023 14:12:00 ,21.35793942
Thu Dec 07 2023 14:13:00 ,323462.6322
Thu Dec 07 2023 14:14:00 ,323462.6322
Thu Dec 07 2023 14:15:00 ,323758.0318
Thu Dec 07 2023 14:16:00 ,25.84310669
Thu Dec 07 2023 14:17:00 ,16.061177
Thu Dec 07 2023 14:18:00 ,16.08557867
Thu Dec 07 2023 14:19:00 ,324053.4315
Thu Dec 07 2023 14:20:00 ,323758.0318
Thu Dec 07 2023 14:21:00 ,16.061177
Thu Dec 07 2023 14:22:00 ,19.41630856
Thu Dec 07 2023 14:23:00 ,28.42741736
Thu Dec 07 2023 14:24:00 ,324053.4315
Thu Dec 07 2023 14:25:00 ,323758.0318
Thu Dec 07 2023 14:26:00 ,17.68876817
Thu Dec 07 2023 14:27:00 ,17.6511896
Thu Dec 07 2023 14:28:00 ,17.6833998
Thu Dec 07 2023 14:29:00 ,324053.4315
Thu Dec 07 2023 14:30:00 ,323758.0318
Thu Dec 07 2023 14:31:00 ,16.08557867
Thu Dec 07 2023 14:32:00 ,17.6511896
Thu Dec 07 2023 14:33:00 ,17.69413653
Thu Dec 07 2023 14:34:00 ,324053.4315
Thu Dec 07 2023 14:35:00 ,323462.6322
Thu Dec 07 2023 14:36:00 ,16.046536
Thu Dec 07 2023 14:37:00 ,25.84310669
Thu Dec 07 2023 14:38:00 ,19.41630856
Thu Dec 07 2023 14:39:00 ,324053.4315
Thu Dec 07 2023 14:40:00 ,323758.0318
Thu Dec 07 2023 14:41:00 ,17.6833998
Thu Dec 07 2023 14:42:00 ,31.2701591
Thu Dec 07 2023 14:43:00 ,21.35793942
Thu Dec 07 2023 14:44:00 ,324201.1313
Thu Dec 07 2023 14:45:00 ,323462.6322
Thu Dec 07 2023 14:46:00 ,19.39859295
Thu Dec 07 2023 14:47:00 ,17.6672947
Thu Dec 07 2023 14:48:00 ,17.6672947
Thu Dec 07 2023 14:49:00 ,323905.7316
Thu Dec 07 2023 14:50:00 ,323167.2325
Thu Dec 07 2023 14:51:00 ,25.86668617
Thu Dec 07 2023 14:52:00 ,17.69413653
Thu Dec 07 2023 14:53:00 ,19.41630856
Thu Dec 07 2023 14:54:00 ,323462.6322
Thu Dec 07 2023 14:55:00 ,323462.6322
Thu Dec 07 2023 14:56:00 ,323758.0318
Thu Dec 07 2023 14:57:00 ,21.35793942
Thu Dec 07 2023 14:58:00 ,17.6672947
Thu Dec 07 2023 14:59:00 ,323167.2325
Thu Dec 07 2023 15:00:00 ,323462.6322
Thu Dec 07 2023 15:01:00 ,323462.6322
Thu Dec 07 2023 15:02:00 ,17.6511896
Thu Dec 07 2023 15:03:00 ,16.046536
Thu Dec 07 2023 15:04:00 ,323462.6322
Thu Dec 07 2023 15:05:00 ,323462.6322
Thu Dec 07 2023 15:06:00 ,323462.6322
Thu Dec 07 2023 15:07:00 ,19.41630856
Thu Dec 07 2023 15:08:00 ,17.6511896
Thu Dec 07 2023 15:09:00 ,323462.6322
Thu Dec 07 2023 15:10:00 ,323758.0318
Thu Dec 07 2023 15:11:00 ,323462.6322
Thu Dec 07 2023 15:12:00 ,31.24162793
Thu Dec 07 2023 15:13:00 ,21.35793942
Thu Dec 07 2023 15:14:00 ,323758.0318
Thu Dec 07 2023 15:15:00 ,323462.6322
Thu Dec 07 2023 15:16:00 ,323462.6322
Thu Dec 07 2023 15:17:00 ,25.84310669
Thu Dec 07 2023 15:18:00 ,31.2701591
Thu Dec 07 2023 15:19:00 ,323462.6322
Thu Dec 07 2023 15:20:00 ,323462.6322
Thu Dec 07 2023 15:21:00 ,323462.6322
Thu Dec 07 2023 15:22:00 ,19.41630856
Thu Dec 07 2023 15:23:00 ,21.35793942
Thu Dec 07 2023 15:24:00 ,323462.6322
Thu Dec 07 2023 15:25:00 ,323758.0318
Thu Dec 07 2023 15:26:00 ,323462.6322
Thu Dec 07 2023 15:27:00 ,19.41630856
Thu Dec 07 2023 15:28:00 ,19.41630856
Thu Dec 07 2023 15:29:00 ,16.0831385
Thu Dec 07 2023 15:30:00 ,324053.4315
Thu Dec 07 2023 15:31:00 ,323462.6322
Thu Dec 07 2023 15:32:00 ,17.6672947
Thu Dec 07 2023 15:33:00 ,21.35793942
Thu Dec 07 2023 15:34:00 ,16.061177
Thu Dec 07 2023 15:35:00 ,324053.4315
Thu Dec 07 2023 15:36:00 ,323462.6322
Thu Dec 07 2023 15:37:00 ,17.6511896
Thu Dec 07 2023 15:38:00 ,31.29869027
Thu Dec 07 2023 15:39:00 ,19.41630856
Thu Dec 07 2023 15:40:00 ,324201.1313
Thu Dec 07 2023 15:41:00 ,323462.6322
Thu Dec 07 2023 15:42:00 ,16.08557867
Thu Dec 07 2023 15:43:00 ,16.0831385
Thu Dec 07 2023 15:44:00 ,17.6511896
Thu Dec 07 2023 15:45:00 ,324053.4315
Thu Dec 07 2023 15:46:00 ,323758.0318
Thu Dec 07 2023 15:47:00 ,16.090459
Thu Dec 07 2023 15:48:00 ,17.6833998
Thu Dec 07 2023 15:49:00 ,19.41630856
Thu Dec 07 2023 15:50:00 ,324201.1313
Thu Dec 07 2023 15:51:00 ,323462.6322
Thu Dec 07 2023 15:52:00 ,17.6511896
Thu Dec 07 2023 15:53:00 ,16.075818
Thu Dec 07 2023 15:54:00 ,17.6672947
Thu Dec 07 2023 15:55:00 ,324053.4315
Thu Dec 07 2023 15:56:00 ,323462.6322
Thu Dec 07 2023 15:57:00 ,19.39859295
Thu Dec 07 2023 15:58:00 ,16.08557867
Thu Dec 07 2023 15:59:00 ,25.84310669
Thu Dec 07 2023 16:00:00 ,324053.4315
Thu Dec 07 2023 16:01:00 ,323462.6322
Thu Dec 07 2023 16:02:00 ,19.43402417
Thu Dec 07 2023 16:03:00 ,21.35793942
Thu Dec 07 2023 16:04:00 ,19.41630856
Thu Dec 07 2023 16:05:00 ,324053.4315
Thu Dec 07 2023 16:06:00 ,17.6511896
Thu Dec 07 2023 16:07:00 ,323462.6322
Thu Dec 07 2023 16:08:00 ,21.35793942
Thu Dec 07 2023 16:09:00 ,21.35793942
Thu Dec 07 2023 16:10:00 ,323462.6322
Thu Dec 07 2023 16:11:00 ,323758.0318
Thu Dec 07 2023 16:12:00 ,323462.6322
Thu Dec 07 2023 16:13:00 ,17.69145235
Thu Dec 07 2023 16:14:00 ,17.67534725
Thu Dec 07 2023 16:15:00 ,323462.6322
Thu Dec 07 2023 16:16:00 ,323462.6322
Thu Dec 07 2023 16:17:00 ,323462.6322
Thu Dec 07 2023 16:18:00 ,19.41630856
Thu Dec 07 2023 16:19:00 ,23.51516925
Thu Dec 07 2023 16:20:00 ,323462.6322
Thu Dec 07 2023 16:21:00 ,323462.6322
Thu Dec 07 2023 16:22:00 ,323462.6322
Thu Dec 07 2023 16:23:00 ,17.6511896
Thu Dec 07 2023 16:24:00 ,25.84310669
Thu Dec 07 2023 16:25:00 ,323462.6322
Thu Dec 07 2023 16:26:00 ,323758.0318
Thu Dec 07 2023 16:27:00 ,323462.6322
Thu Dec 07 2023 16:28:00 ,21.35793942
Thu Dec 07 2023 16:29:00 ,19.46355019
Thu Dec 07 2023 16:30:00 ,323462.6322
Thu Dec 07 2023 16:31:00 ,323462.6322
Thu Dec 07 2023 16:32:00 ,323758.0318
Thu Dec 07 2023 16:33:00 ,17.6833998
Thu Dec 07 2023 16:34:00 ,31.2701591
Thu Dec 07 2023 16:35:00 ,323462.6322
Thu Dec 07 2023 16:36:00 ,323462.6322
Thu Dec 07 2023 16:37:00 ,323462.6322
Thu Dec 07 2023 16:38:00 ,19.41630856
Thu Dec 07 2023 16:39:00 ,21.35793942
Thu Dec 07 2023 16:40:00 ,323462.6322
Thu Dec 07 2023 16:41:00 ,323462.6322
Thu Dec 07 2023 16:42:00 ,323462.6322
Thu Dec 07 2023 16:43:00 ,17.6833998
Thu Dec 07 2023 16:44:00 ,16.08557867
Thu Dec 07 2023 16:45:00 ,16.061177
Thu Dec 07 2023 16:46:00 ,324053.4315
Thu Dec 07 2023 16:47:00 ,323462.6322
Thu Dec 07 2023 16:48:00 ,19.41630856
Thu Dec 07 2023 16:49:00 ,21.35793942
Thu Dec 07 2023 16:50:00 ,16.046536
Thu Dec 07 2023 16:51:00 ,324053.4315
Thu Dec 07 2023 16:52:00 ,323462.6322
Thu Dec 07 2023 16:53:00 ,17.6511896
Thu Dec 07 2023 16:54:00 ,16.0831385
Thu Dec 07 2023 16:55:00 ,17.6833998
Thu Dec 07 2023 16:56:00 ,324053.4315
Thu Dec 07 2023 16:57:00 ,323462.6322
Thu Dec 07 2023 16:58:00 ,17.6511896
Thu Dec 07 2023 16:59:00 ,19.41630856
Thu Dec 07 2023 17:00:00 ,17.69145235
Thu Dec 07 2023 17:01:00 ,324053.4315
Thu Dec 07 2023 17:02:00 ,323462.6322
Thu Dec 07 2023 17:03:00 ,21.37742659
Thu Dec 07 2023 17:04:00 ,21.35793942
Thu Dec 07 2023 17:05:00 ,17.6672947
Thu Dec 07 2023 17:06:00 ,323905.7316
Thu Dec 07 2023 17:07:00 ,323758.0318
Thu Dec 07 2023 17:08:00 ,17.67534725
Thu Dec 07 2023 17:09:00 ,17.6672947
Thu Dec 07 2023 17:10:00 ,17.6511896
Thu Dec 07 2023 17:11:00 ,324053.4315
Thu Dec 07 2023 17:12:00 ,323462.6322
Thu Dec 07 2023 17:13:00 ,17.6511896
Thu Dec 07 2023 17:14:00 ,16.075818
Thu Dec 07 2023 17:15:00 ,23.51516925
Thu Dec 07 2023 17:16:00 ,324053.4315
Thu Dec 07 2023 17:17:00 ,323462.6322
Thu Dec 07 2023 17:18:00 ,16.061177
Thu Dec 07 2023 17:19:00 ,19.39859295
Thu Dec 07 2023 17:20:00 ,17.6511896
Thu Dec 07 2023 17:21:00 ,323905.7316
Thu Dec 07 2023 17:22:00 ,17.6511896
Thu Dec 07 2023 17:23:00 ,323462.6322
Thu Dec 07 2023 17:24:00 ,19.41630856
Thu Dec 07 2023 17:25:00 ,19.43402417
Thu Dec 07 2023 17:26:00 ,323462.6322
Thu Dec 07 2023 17:27:00 ,323462.6322
Thu Dec 07 2023 17:28:00 ,323462.6322
Thu Dec 07 2023 17:29:00 ,21.35793942
Thu Dec 07 2023 17:30:00 ,23.49373336
Thu Dec 07 2023 17:31:00 ,323462.6322
Thu Dec 07 2023 17:32:00 ,323462.6322
Thu Dec 07 2023 17:33:00 ,323167.2325
Thu Dec 07 2023 17:34:00 ,17.6672947
Thu Dec 07 2023 17:35:00 ,17.6833998
Thu Dec 07 2023 17:36:00 ,323758.0318
Thu Dec 07 2023 17:37:00 ,323758.0318
Thu Dec 07 2023 17:38:00 ,323462.6322
Thu Dec 07 2023 17:39:00 ,19.41630856
Thu Dec 07 2023 17:40:00 ,31.2701591
Thu Dec 07 2023 17:41:00 ,323462.6322
Thu Dec 07 2023 17:42:00 ,323462.6322
Thu Dec 07 2023 17:43:00 ,323462.6322
Thu Dec 07 2023 17:44:00 ,21.35793942
Thu Dec 07 2023 17:45:00 ,21.33845225
Thu Dec 07 2023 17:46:00 ,323462.6322
Thu Dec 07 2023 17:47:00 ,323462.6322
Thu Dec 07 2023 17:48:00 ,323758.0318
Thu Dec 07 2023 17:49:00 ,17.6833998
Thu Dec 07 2023 17:50:00 ,16.075818
Thu Dec 07 2023 17:51:00 ,323462.6322
Thu Dec 07 2023 17:52:00 ,323462.6322
Thu Dec 07 2023 17:53:00 ,323462.6322
Thu Dec 07 2023 17:54:00 ,17.6511896
Thu Dec 07 2023 17:55:00 ,16.075818
Thu Dec 07 2023 17:56:00 ,323758.0318
Thu Dec 07 2023 17:57:00 ,323758.0318
